# Energy   totalEps2   xEps2   yEps2   zEps2
  0.7600000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.7700000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.7800000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.7900000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.8000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.8100000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.8200000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.8300000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.8400000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.8500000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.8600000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.8700000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.8800000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.8900000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.9000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.9100000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.9200000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.9300000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.9400000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.9500000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.9600000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.9700000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.9800000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.9900000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1010000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1020000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1030000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1040000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1050000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1060000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1070000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1080000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1090000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1100000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1110000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1120000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1130000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1140000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1150000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1160000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1170000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1180000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1190000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1200000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1210000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1220000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1230000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1240000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1250000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1260000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1270000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1280000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1290000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1300000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1310000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1320000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1330000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1340000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1350000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1360000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1370000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1380000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1390000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1400000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1410000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1420000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1430000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1440000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1450000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1460000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1470000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1480000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1490000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1500000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1510000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1520000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1530000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1540000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1550000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1560000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1570000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1580000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1590000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1600000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1610000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1620000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1630000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1640000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1650000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1660000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1670000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1680000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1690000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1700000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1710000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1720000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1730000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1740000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1750000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1760000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1770000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1780000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1790000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1800000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1810000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1820000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1830000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1840000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1850000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1860000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1870000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1880000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1890000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1900000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1910000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1920000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1930000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1940000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1950000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1960000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1970000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1980000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.1990000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2010000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2020000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2030000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2040000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2050000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2060000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2070000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2080000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2090000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2100000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2110000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2120000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2130000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2140000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2150000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2160000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2170000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2180000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2190000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2200000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2210000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2220000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2230000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2240000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2250000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2260000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2270000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2280000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2290000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2300000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2310000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2320000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2330000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2340000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2350000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2360000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2370000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2380000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2390000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2400000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2410000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2420000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2430000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2440000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2450000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2460000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2470000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2480000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2490000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2500000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2510000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2520000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2530000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2540000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2550000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2560000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2570000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2580000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2590000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2600000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2610000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2620000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2630000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2640000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2650000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2660000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2670000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2680000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2690000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2700000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2710000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2720000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2730000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2740000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2750000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2760000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2770000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2780000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2790000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2800000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2810000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2820000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2830000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2840000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2850000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2860000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2870000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2880000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2890000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2900000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2910000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2920000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2930000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2940000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2950000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2960000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2970000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2980000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.2990000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3000000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3010000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3020000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.3030000E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
